,r,rho,vp,vs,vphi,K,G
37,269006.8828163646,7649.69225862348,5499.9183904394295,0.0,0.0,231253002815.85437,0.0
38,276277.33910869877,7647.968347862237,5498.176822383573,0.0,0.0,231109468141.70197,0.0
39,283547.79540103296,7646.244437100994,5496.435254327717,0.0,0.0,230960390575.0406,0.0
40,290818.25169336714,7644.520526339753,5494.693686271861,0.0,0.0,230811313008.3792,0.0
41,298088.70798570133,7642.796615578511,5492.952118216005,0.0,0.0,230659737556.20807,0.0
42,305359.16427803546,7641.072704817268,5491.21055016015,0.0,0.0,230503844914.84732,0.0
43,312629.62057036965,7639.348794056026,5489.468982104294,0.0,0.0,230347952273.48654,0.0
44,319900.07686270383,7637.624883294784,5487.727414048439,0.0,0.0,230187011397.19812,0.0
45,327170.533155038,7635.900972533542,5485.985845992584,0.0,0.0,230024949979.5957,0.0
46,334440.9894473722,7634.177061772298,5484.2442779367275,0.0,0.0,229859828690.01147,0.0
47,341711.4457397064,7632.4531510110555,5482.502709880871,0.0,0.0,229692093434.07043,0.0
48,348981.9020320405,7630.729240249813,5480.761141825015,0.0,0.0,229521888911.5744,0.0
49,356252.3583243747,7629.005329488571,5479.019573769159,0.0,0.0,229348874996.6924,0.0
50,363522.8146167089,7627.281418727329,5477.278005713304,0.0,0.0,229173076660.07617,0.0
51,370793.2709090431,7625.557507966087,5475.536437657448,0.0,0.0,228995109096.04388,0.0
52,378063.7272013773,7623.833597204844,5473.794869601592,0.0,0.0,228813432483.3565,0.0
53,385334.18349371146,7622.109686443602,5472.053301545737,0.0,0.0,228630175774.98648,0.0
54,392604.63978604565,7620.38577568236,5470.311733489881,0.0,0.0,228443082075.03894,0.0
55,399875.0960783798,7618.661864921118,5468.570165434025,0.0,0.0,228253533456.92438,0.0
56,407145.55237071397,7616.9379541598755,5466.828597378169,0.0,0.0,228061773045.17035,0.0
57,414416.00866304815,7615.214043398633,5465.087029322313,0.0,0.0,227866373959.84796,0.0
58,421686.46495538234,7613.49013263739,5463.345461266458,0.0,0.0,227668227460.05844,0.0
59,428956.9212477165,7611.766221876147,5461.603893210602,0.0,0.0,227467540268.19302,0.0
60,436227.3775400507,7610.042311114907,5459.862325154747,0.0,0.0,227264148588.89075,0.0
61,443497.83383238484,7608.318400353663,5458.120757098891,0.0,0.0,227057452687.7838,0.0
62,450768.29012471903,7606.59448959242,5456.379189043034,0.0,0.0,226847718683.01215,0.0
63,458038.7464170532,7604.870578831179,5454.637620987179,0.0,0.0,226635172212.1468,0.0
64,465309.2027093874,7603.146668069934,5452.896052931322,0.0,0.0,226419736511.2528,0.0
65,472579.6590017216,7601.422757308694,5451.1544848754675,0.0,0.0,226201354687.47534,0.0
66,479850.1152940558,7599.6988465474515,5449.233570400283,0.0,0.0,225979985550.555,0.0
67,487120.57158638997,7597.974935786209,5447.033144136226,0.0,0.0,225755600409.3722,0.0
68,494391.0278787241,7596.251025024966,5444.832717872169,0.0,0.0,225528228298.33124,0.0
69,501661.4841710583,7594.527114263724,5442.632291608113,0.0,0.0,225297842226.1136,0.0
70,508931.9404633925,7592.803203502483,5440.431865344057,0.0,0.0,225064327547.64914,0.0
71,516202.39675572666,7591.0792927412385,5438.23143908,0.0,0.0,224827764663.05273,0.0
72,523472.85304806085,7589.355381979998,5436.031012815944,0.0,0.0,224588159069.916,0.0
73,530743.309340395,7587.631471218754,5433.830586551888,0.0,0.0,224345519770.90527,0.0
74,538013.7656327292,7585.907560457511,5431.630160287832,0.0,0.0,224099657309.00357,0.0
75,545284.2219250634,7584.18364969627,5429.429734023775,0.0,0.0,223850525892.47742,0.0
76,552554.6782173975,7582.459738935027,5427.229307759719,0.0,0.0,223598376213.71332,0.0
77,559825.1345097317,7580.735828173784,5425.028881495663,0.0,0.0,223343229130.14417,0.0
78,567095.5908020659,7579.011917412542,5422.828455231606,0.0,0.0,223084719267.997,0.0
79,574366.0470944,7577.2880066513,5420.628028967551,0.0,0.0,222823038890.20712,0.0
80,581636.5033867343,7575.564095890058,5418.427602703494,0.0,0.0,222558415570.13977,0.0
81,588906.9596790684,7573.840185128815,5416.227176439437,0.0,0.0,222290226308.3689,0.0
82,596177.4159714027,7572.116274367572,5414.026750175381,0.0,0.0,222019115447.94904,0.0
83,603447.8722637368,7569.5403257909,5411.24952009149,0.0,0.0,221744570755.73804,0.0
84,610718.3285560709,7566.898065665843,5408.427399095815,0.0,0.0,221467018818.58774,0.0
85,617988.7848484052,7564.255805540784,5405.605278100141,0.0,0.0,221185970853.5658,0.0
86,625259.2411407393,7561.613545415727,5402.783157104466,0.0,0.0,220901878013.32687,0.0
87,632529.6974330735,7558.971285290669,5399.961036108792,0.0,0.0,220614409041.34232,0.0
88,639800.1537254077,7556.329025165609,5397.138915113116,0.0,0.0,220323647961.85187,0.0
89,647070.6100177419,7553.686765040553,5394.3167941174415,0.0,0.0,220029696865.16345,0.0
90,654341.066310076,7551.044504915494,5391.494673121768,0.0,0.0,219732484072.71,0.0
91,661611.5226024102,7548.402244790435,5388.672552126092,0.0,0.0,219431816334.8486,0.0
92,668881.9788947444,7545.7599846653775,5385.850431130418,0.0,0.0,219127884903.25104,0.0
93,676152.4351870785,7543.1177245403205,5383.028310134743,0.0,0.0,218820659774.84177,0.0
94,683422.8914794128,7540.475464415262,5380.206189139068,0.0,0.0,218510118530.56827,0.0
95,690693.3477717469,7537.833204290203,5377.384068143393,0.0,0.0,218196245222.9555,0.0
96,697963.804064081,7535.190944165146,5374.561947147719,0.0,0.0,217879029441.62567,0.0
97,705234.2603564153,7532.548684040088,5371.739826152044,0.0,0.0,217558465529.11542,0.0
98,712504.7166487494,7529.906423915029,5368.917705156369,0.0,0.0,217234551909.1068,0.0
99,719775.1729410837,7527.264163789971,5366.095584160694,0.0,0.0,216907290512.79785,0.0
100,727045.6292334178,7524.621903664914,5363.27346316502,0.0,0.0,216576686296.18613,0.0
101,734316.085525752,7521.979643539855,5360.451342169345,0.0,0.0,216242674724.97192,0.0
102,741586.5418180862,7519.337383414796,5357.62922117367,0.0,0.0,215905240331.03522,0.0
103,748856.9981104203,7516.479389358283,5354.5566808117155,0.0,0.0,215564475797.92615,0.0
104,756127.4544027545,7513.100201795026,5350.879150095266,0.0,0.0,215220376137.5553,0.0
105,763397.9106950887,7509.721014231769,5347.201619378818,0.0,0.0,214872766731.68616,0.0
106,770668.3669874229,7506.341826668513,5343.524088662369,0.0,0.0,214521864665.43378,0.0
107,777938.823279757,7502.962639105256,5339.846557945919,0.0,0.0,214167493435.1607,0.0
108,785209.2795720913,7499.583451541999,5336.169027229469,0.0,0.0,213809790175.77637,0.0
109,792479.7358644254,7496.204263978742,5332.49149651302,0.0,0.0,213448606362.2645,0.0
110,799750.1921567596,7492.8250764154855,5328.813965796571,0.0,0.0,213084094027.38745,0.0
111,807020.6484490938,7489.445888852228,5325.136435080121,0.0,0.0,212716114052.7891,0.0
112,814291.1047414279,7486.066701288972,5321.4589043636715,0.0,0.0,212344724400.97125,0.0
113,821561.5610337622,7482.687513725715,5317.781373647223,0.0,0.0,211969950960.34848,0.0
114,828832.0173260963,7479.308326162458,5314.103842930774,0.0,0.0,211591775168.6165,0.0
115,836102.4736184306,7475.929138599201,5310.426312214324,0.0,0.0,211210165071.48053,0.0
116,843372.9299107647,7472.549951035945,5306.748781497875,0.0,0.0,210825116550.13925,0.0
117,850643.3862030988,7469.170763472688,5303.071250781426,0.0,0.0,210436659969.6698,0.0
118,857913.842495433,7465.79157590943,5299.393720064976,0.0,0.0,210044792311.74567,0.0
119,865184.2987877672,7462.412388346174,5295.716189348527,0.0,0.0,209649513857.18594,0.0
120,872454.7550801014,7459.0332007829165,5292.038658632078,0.0,0.0,209250817051.68747,0.0
121,879725.2113724356,7455.654013219661,5288.3611279156285,0.0,0.0,208848673525.22717,0.0
122,886995.6676647697,7452.274825656405,5284.683597199179,0.0,0.0,208443122824.8717,0.0
123,894266.1239571039,7448.895638093148,5281.00606648273,0.0,0.0,208034176097.42993,0.0
124,901536.5802494381,7445.516450529891,5277.328535766281,0.0,0.0,207621844099.01398,0.0
125,908807.0365417723,7442.137262966635,5273.651005049832,0.0,0.0,207206034693.62494,0.0
126,916077.4928341064,7438.758075403377,5269.973474333382,0.0,0.0,206786862989.15744,0.0
127,923347.9491264407,7435.37888784012,5266.295943616933,0.0,0.0,206364266740.39542,0.0
128,930618.4054187748,7431.999700276863,5262.618412900483,0.0,0.0,205938282055.0929,0.0
129,937888.8617111089,7428.620512713606,5258.940882184034,0.0,0.0,205508877298.1719,0.0
130,945159.3180034432,7424.774972549488,5254.779440742889,0.0,0.0,205076113270.22668,0.0
131,952429.7742957773,7420.564448762108,5250.239274085442,0.0,0.0,204639913890.92697,0.0
132,959700.2305881116,7416.353924974728,5245.699107427996,0.0,0.0,204200336972.8732,0.0
133,966970.6868804457,7412.14340118735,5241.1589407705505,0.0,0.0,203757387863.77216,0.0
134,974241.1431727799,7407.932877399971,5236.618774113105,0.0,0.0,203311063064.58356,0.0
135,981511.5994651141,7403.722353612592,5232.078607455658,0.0,0.0,202861362295.97162,0.0
136,988782.0557574482,7399.511829825214,5227.538440798213,0.0,0.0,202408288151.0058,0.0
137,996052.5120497824,7395.301306037834,5222.998274140767,0.0,0.0,201951845790.25443,0.0
138,1003322.9683421166,7391.090782250456,5218.458107483321,0.0,0.0,201492042662.07812,0.0
139,1010593.4246344508,7386.880258463076,5213.917940825875,0.0,0.0,201028888259.701,0.0
140,1017863.880926785,7382.669734675697,5209.377774168429,0.0,0.0,200562393904.42767,0.0
141,1025134.3372191191,7378.459210888319,5204.837607510984,0.0,0.0,200092572551.16867,0.0
142,1032404.7935114533,7374.2486871009405,5200.297440853537,0.0,0.0,199619420677.81802,0.0
143,1039675.2498037874,7370.03816331356,5195.757274196091,0.0,0.0,199142925726.00983,0.0
144,1046945.7060961217,7365.827639526182,5191.217107538645,0.0,0.0,198663144384.60208,0.0
145,1054216.1623884558,7361.617115738803,5186.6769408812,0.0,0.0,198180028469.30322,0.0
146,1061486.61868079,7357.406591951424,5182.1367742237535,0.0,0.0,197693644916.77185,0.0
147,1068757.0749731243,7353.196068164045,5177.596607566307,0.0,0.0,197203938938.27344,0.0
148,1076027.5312654583,7348.985544376666,5173.056440908862,0.0,0.0,196710973222.75665,0.0
149,1083297.9875577926,7344.42818472723,5168.083833898193,0.0,0.0,196214746747.15286,0.0
150,1090568.4438501268,7339.668388843053,5162.858826238016,0.0,0.0,195715234030.11868,0.0
151,1097838.9001424608,7334.908592958876,5157.63381857784,0.0,0.0,195212477611.99564,0.0
152,1105109.356434795,7330.1487970747,5152.408810917663,0.0,0.0,194706483830.1473,0.0
153,1112379.8127271293,7325.389001190524,5147.183803257486,0.0,0.0,194197261197.73682,0.0
154,1119650.2690194633,7320.629205306348,5141.95879559731,0.0,0.0,193684820189.67645,0.0
155,1126920.7253117976,7315.869409422171,5136.7337879371335,0.0,0.0,193169173049.6971,0.0
156,1134191.1816041318,7311.109613537994,5131.508780276956,0.0,0.0,192650333616.59036,0.0
157,1141461.637896466,7306.349817653818,5126.28377261678,0.0,0.0,192128303659.06387,0.0
158,1148732.0941888,7301.590021769642,5121.058764956603,0.0,0.0,191603093961.32837,0.0
159,1156002.5504811343,7296.830225885466,5115.8337572964265,0.0,0.0,191074736361.96924,0.0
160,1163273.0067734686,7292.0704300012885,5110.60874963625,0.0,0.0,190543228699.11612,0.0
161,1170543.4630658026,7287.3106341171115,5105.383741976074,0.0,0.0,190008584097.41983,0.0
162,1177813.9193581368,7282.550838232935,5100.158734315896,0.0,0.0,189470823209.28717,0.0
163,1185084.375650471,7277.791042348758,5094.93372665572,0.0,0.0,188929957895.21698,0.0
164,1192354.8319428053,7272.53276944073,5089.191934964779,0.0,0.0,188385990219.1109,0.0
165,1199625.2882351393,7266.9737571047335,5083.138358925998,0.0,0.0,187838952370.234,0.0
166,1206895.7445274736,7261.414744768736,5077.084782887216,0.0,0.0,187288853955.39264,0.0
167,1214166.2008198078,7255.855732432739,5071.031206848434,0.0,0.0,186735706521.75034,0.0
168,1221436.6571121418,7250.296720096742,5064.9776308096525,0.0,0.0,186179519631.95023,0.0
169,1228707.113404476,7244.737707760745,5058.924054770871,0.0,0.0,185620317168.6981,0.0
170,1235977.5696968103,7239.178695424748,5052.870478732089,0.0,0.0,185058111028.0169,0.0
171,1243248.0259891446,7233.619683088751,5046.816902693307,0.0,0.0,184492915849.09402,0.0
172,1250518.4822814786,7228.060670752755,5040.763326654527,0.0,0.0,183924752756.17975,0.0
173,1257788.9385738128,7222.501658416757,5034.709750615744,0.0,0.0,183353641698.6862,0.0
174,1265059.394866147,7216.942646080761,5028.656174576963,0.0,0.0,182779598600.4136,0.0
175,1272329.851158481,7211.383633744763,5022.602598538181,0.0,0.0,182202625873.58087,0.0
176,1279600.3074508153,7205.824621408767,5016.5490224994,0.0,0.0,181622767369.92755,0.0
177,1286870.7637431496,7200.265609072769,5010.495446460618,0.0,0.0,181040010480.26633,0.0
178,1294141.2200354838,7194.706596736773,5004.441870421836,0.0,0.0,180454400604.2369,0.0
179,1301411.6763278178,7189.147584400776,4998.388294383055,0.0,0.0,179865943286.15918,0.0
180,1308682.132620152,7183.588572064778,4992.334718344274,0.0,0.0,179274654244.209,0.0
181,1315952.5889124863,7178.029559728781,4986.281142305492,0.0,0.0,178680560912.46533,0.0
182,1323223.0452048203,7172.470547392785,4980.22756626671,0.0,0.0,178083680631.04645,0.0
183,1330493.5014971546,7166.911535056788,4974.173990227929,0.0,0.0,177484064900.37762,0.0
184,1337763.9577894888,7161.35252272079,4968.120414189148,0.0,0.0,176881599881.68512,0.0
185,1345034.414081823,7155.793510384793,4962.066838150365,0.0,0.0,176276493916.95563,0.0
186,1352304.870374157,7150.234498048797,4956.0132621115845,0.0,0.0,175668675090.90598,0.0
187,1359575.3266664913,7144.6754857128,4949.9596860728025,0.0,0.0,175058166858.9128,0.0
188,1366845.7829588256,7138.694882599964,4943.463541294883,0.0,0.0,174444981739.67447,0.0
189,1374116.2392511596,7132.215392333205,4936.443685205393,0.0,0.0,173829168810.22025,0.0
190,1381386.6955434938,7125.735902066446,4929.423829115904,0.0,0.0,173210712949.625,0.0
191,1388657.151835828,7119.256411799686,4922.403973026414,0.0,0.0,172589670007.61047,0.0
192,1395927.608128162,7112.776921532927,4915.384116936924,0.0,0.0,171966047523.24536,0.0
193,1403198.0644204963,7106.297431266168,4908.364260847435,0.0,0.0,171339876576.6192,0.0
194,1410468.5207128306,7099.817940999409,4901.344404757945,0.0,0.0,170711174717.56403,0.0
195,1417738.9770051648,7093.338450732649,4894.3245486684555,0.0,0.0,170079962866.6658,0.0
196,1425009.4332974989,7086.85896046589,4887.304692578966,0.0,0.0,169446270152.69397,0.0
197,1432279.889589833,7080.379470199131,4880.284836489476,0.0,0.0,168810120133.5338,0.0
198,1439550.3458821673,7073.899979932372,4873.264980399987,0.0,0.0,168171537387.55878,0.0
199,1446820.8021745014,7067.420489665614,4866.245124310497,0.0,0.0,167530547440.2063,0.0
200,1454091.2584668356,7060.940999398854,4859.225268221007,0.0,0.0,166887171518.107,0.0
201,1461361.7147591698,7054.461509132094,4852.205412131518,0.0,0.0,166241437372.90057,0.0
202,1468632.171051504,7047.982018865336,4845.185556042028,0.0,0.0,165593287312.3797,0.0
203,1475902.627343838,7041.502528598576,4838.1656999525385,0.0,0.0,164942918891.6606,0.0
204,1483173.0836361723,7035.023038331816,4831.145843863049,0.0,0.0,164290269720.27893,0.0
205,1490443.5399285066,7028.543548065057,4824.125987773559,0.0,0.0,163635344252.03503,0.0
206,1497713.9962208406,7022.064057798298,4817.10613168407,0.0,0.0,162978193205.6933,0.0
207,1504984.4525131749,7015.584567531539,4810.08627559458,0.0,0.0,162318835921.36295,0.0
208,1512254.908805509,7008.384268307605,4802.295558786352,0.0,0.0,161657304064.4436,0.0
209,1519525.3650978433,7001.168219678252,4794.4879989604815,0.0,0.0,160993625834.49335,0.0
210,1526795.8213901774,6993.952171048899,4786.680439134613,0.0,0.0,160327828529.0547,0.0
211,1534066.2776825116,6986.736122419545,4778.872879308743,0.0,0.0,159659940261.53998,0.0
212,1541336.7339748458,6979.520073790192,4771.065319482874,0.0,0.0,158989989895.86914,0.0
213,1548607.1902671799,6972.30402516084,4763.257759657004,0.0,0.0,158318006958.04944,0.0
214,1555877.646559514,6965.087976531486,4755.450199831134,0.0,0.0,157644016747.1126,0.0
215,1563148.1028518484,6957.8719279021325,4747.642640005265,0.0,0.0,156968051759.78607,0.0
216,1570418.5591441826,6950.655879272779,4739.835080179395,0.0,0.0,156290144622.21173,0.0
217,1577689.0154365166,6943.439830643426,4732.027520353526,0.0,0.0,155610317428.59546,0.0
218,1584959.4717288509,6936.223782014073,4724.219960527656,0.0,0.0,154928608874.39505,0.0
219,1592229.928021185,6929.007733384718,4716.412400701786,0.0,0.0,154245044513.3778,0.0
220,1599500.384313519,6921.791684755366,4708.604840875917,0.0,0.0,153559656037.2583,0.0
221,1606770.8406058534,6914.575636126013,4700.797281050048,0.0,0.0,152872476382.39023,0.0
222,1614041.2968981876,6907.3595874966595,4692.9897212241785,0.0,0.0,152183536327.86655,0.0
223,1621311.7531905218,6900.143538867306,4685.182161398308,0.0,0.0,151492867362.85657,0.0
224,1628582.2094828559,6892.787598995241,4677.211191831224,0.0,0.0,150800501629.60492,0.0
225,1635852.66577519,6884.9817511691235,4668.714675840235,0.0,0.0,150106471871.98862,0.0
226,1643123.1220675244,6877.175903343005,4660.218159849245,0.0,0.0,149410811378.68097,0.0
227,1650393.5783598584,6869.370055516889,4651.721643858256,0.0,0.0,148713552652.596,0.0
228,1657664.0346521926,6861.564207690771,4643.2251278672675,0.0,0.0,148014727069.85388,0.0
229,1664934.4909445269,6853.758359864652,4634.728611876279,0.0,0.0,147314372765.88562,0.0
230,1672204.947236861,6845.952512038533,4626.232095885289,0.0,0.0,146612518401.51263,0.0
231,1679475.403529195,6838.146664212416,4617.735579894299,0.0,0.0,145909203184.80396,0.0
232,1686745.8598215294,6830.340816386299,4609.239063903311,0.0,0.0,145204534075.0028,0.0
233,1694016.3161138636,6822.534968560181,4600.742547912321,0.0,0.0,144498394831.89423,0.0
234,1701286.7724061976,6814.729120734062,4592.246031921332,0.0,0.0,143790897670.69482,0.0
235,1708557.2286985319,6806.923272907945,4583.749515930343,0.0,0.0,143082077689.33267,0.0
236,1715827.684990866,6799.117425081827,4575.252999939354,0.0,0.0,142371970972.15933,0.0
237,1723098.1412832001,6791.311577255709,4566.756483948365,0.0,0.0,141660624351.60947,0.0
238,1730368.5975755344,6783.505729429592,4558.259967957375,0.0,0.0,140948064945.94684,0.0
239,1737639.0538678686,6775.248361197824,4549.364768438921,0.0,0.0,140234329179.25888,0.0
240,1744909.5101602029,6766.600459362207,4540.124735524614,0.0,0.0,139519452528.02383,0.0
241,1752179.9664525369,6757.952557526592,4530.884702610307,0.0,0.0,138803474981.6217,0.0
242,1759450.4227448711,6749.304655690976,4521.644669696,0.0,0.0,138086432545.9253,0.0
243,1766720.8790372054,6740.656753855359,4512.404636781693,0.0,0.0,137368365575.59724,0.0
244,1773991.3353295394,6732.008852019743,4503.164603867386,0.0,0.0,136649309855.46841,0.0
245,1781261.7916218736,6723.360950184127,4493.924570953079,0.0,0.0,135929305939.5622,0.0
246,1788532.2479142079,6714.713048348511,4484.684538038771,0.0,0.0,135208391832.6985,0.0
247,1795802.704206542,6706.065146512894,4475.444505124465,0.0,0.0,134486605578.72266,0.0
248,1803073.1604988761,6697.417244677279,4466.204472210158,0.0,0.0,133763985235.21173,0.0
249,1810343.6167912104,6688.769342841662,4456.964439295851,0.0,0.0,133040568851.86734,0.0
250,1817614.0730835446,6680.121441006047,4447.724406381543,0.0,0.0,132316394252.95624,0.0
251,1824884.5293758786,6671.473539170431,4438.484373467237,0.0,0.0,131591499386.69635,0.0
252,1832154.9856682129,6662.825637334814,4429.24434055293,0.0,0.0,130865922826.75223,0.0
253,1839425.4419605471,6654.177735499198,4420.004307638623,0.0,0.0,130139699589.3252,0.0
254,1846695.8982528814,6645.529833663581,4410.764274724315,0.0,0.0,129412868245.20097,0.0
255,1853966.3545452154,6636.881931827966,4401.524241810008,0.0,0.0,128685465363.91571,0.0
256,1861236.8108375496,6628.234029992349,4392.284208895702,0.0,0.0,127957531680.26,0.0
257,1868507.2671298839,6619.586128156733,4383.044175981395,0.0,0.0,127229108787.90817,0.0
258,1875777.7234222179,6610.9382263211155,4373.804143067087,0.0,0.0,126500242771.69952,0.0
259,1883048.1797145521,6602.290324485501,4364.564110152781,0.0,0.0,125770979745.70395,0.0
260,1890318.6360068864,6593.642422649884,4355.324077238473,0.0,0.0,125041370376.63016,0.0
261,1897589.0922992206,6584.994520814268,4346.084044324166,0.0,0.0,124311468886.41943,0.0
262,1904859.5485915546,6576.346618978651,4336.844011409859,0.0,0.0,123581328895.48206,0.0
263,1912130.0048838889,6567.6987171430355,4327.603978495552,0.0,0.0,122851010616.78156,0.0
264,1919400.4611762231,6559.050815307419,4318.3639455812445,0.0,0.0,122119269270.72655,0.0
265,1919400.4611762231,3288.2004499340405,8076.957651002289,4555.500664006392,4555.500664006392,123260414206.68561,68080611833.025665
266,1926812.6487831378,3285.547431896467,8065.880400340854,4553.5570704965985,4553.5570704965985,122705907420.24258,67982621582.92441
267,1934224.8363900525,3282.8944138588936,8054.803149679418,4551.613476986803,4551.613476986803,122135893556.70273,67881808107.5648
268,1941637.0239969671,3280.24139582132,8043.725899017983,4549.669883477009,4549.669883477009,121564855606.3515,67780728129.05399
269,1949049.2116038818,3277.588377783747,8032.648648356547,4547.726289967215,4547.726289967215,120992465667.33324,67679322857.66446
270,1956461.3992107962,3274.9353597461736,8021.571397695113,4545.7826964574215,4545.7826964574215,120418782591.66104,67577601598.44363
271,1963873.586817711,3272.2823417085997,8010.494147033677,4543.839102947626,4543.839102947626,119843882463.72269,67475577147.664764
272,1971285.7744246256,3269.6293236710267,7999.416896372242,4541.8955094378325,4541.8955094378325,119267819389.24338,67373258388.67785
273,1978697.9620315402,3266.976305633453,7988.339645710806,4539.951915928038,4539.951915928038,118690625359.05217,67270650202.72673
274,1986110.149638455,3264.3232875958793,7977.26239504937,4538.008322418243,4538.008322418243,118112315844.43774,67167754506.24268
275,1993522.3372453696,3261.6702695583062,7966.185144387935,4536.064728908448,4536.064728908448,117532902085.49284,67064572296.87884
276,2000934.5248522842,3259.017251520733,7955.107893726499,4534.121135398655,4534.121135398655,116952397357.75882,66961105036.93843
277,2008346.712459199,3256.3642334831593,7944.0306430650635,4532.17754188886,4532.17754188886,116370821078.2696,66857355754.86261
278,2015758.9000661136,3253.711215445586,7932.95339240363,4530.233948379066,4530.233948379066,115788185133.76141,66753325373.4068
279,2023171.087673028,3251.0581974080123,7921.876141742194,4528.290354869271,4528.290354869271,115204508804.44391,66649016739.360886
280,2030583.2752799427,3248.405179370439,7910.798891080758,4526.346761359477,4526.346761359477,114619809269.4407,66544431959.298744
281,2037995.4628868573,3245.752161332866,7899.721640419322,4524.403167849683,4524.403167849683,114034107425.47395,66439574147.02177
282,2045407.650493772,3243.099143295292,7888.6443897578865,4522.459574339888,4522.459574339888,113447420808.63641,66334445338.9679
283,2052819.8381006867,3240.4461252577184,7877.567139096453,4520.515980830094,4520.515980830094,112859773902.25587,66229049496.89949
284,2060232.0257076013,3237.7931072201454,7866.489888435016,4518.5723873203,4518.5723873203,112271185036.35117,66123388869.514465
285,2067644.213314516,3235.1400891825715,7855.41263777358,4516.628793810505,4516.628793810505,111681674576.124,66017466236.53229
286,2075056.4009214307,3232.4870711449985,7844.335387112145,4514.685200300711,4514.685200300711,111091265633.91956,65911285182.03746
287,2082468.5885283453,3229.8340531074246,7833.258136450709,4512.741606790916,4512.741606790916,110499968032.46857,65804846632.789444
288,2089880.7761352598,3227.1810350698515,7822.180885789275,4510.798013281123,4510.798013281123,109907824546.4678,65698157527.86014
289,2097292.9637421747,3224.528017032278,7811.103635127839,4508.854419771327,4508.854419771327,109314845456.48132,65591218915.48825
290,2104705.151349089,3221.8749989947046,7799.993131836949,4506.910826261533,4506.910826261533,108721051134.7246,65484033705.19483
291,2112117.338956004,3219.221980957131,7788.013684707591,4504.967232751738,4504.967232751738,108126462249.88716,65376604880.96562
