,r,rho,vp,vs,vphi,K,G
259,1888569.3638549251,6558.966241263843,4356.961106420653,0.0,0.0,124588453213.14764,0.03309448638562761
260,1895879.5648567388,6549.989401662132,4347.385575571472,0.0,0.0,123862305893.1421,0.04056555705267578
261,1903189.7658585524,6541.012562060423,4337.810044722291,0.0,0.0,123135990275.2628,0.04803662771972395
262,1910499.966860366,6532.035722458712,4328.234513873111,0.0,0.0,122409536054.13876,0.05550769838677213
263,1917810.1678621797,5481.538848818809,5532.271758775253,0.0,0.0,122451161537.47145,21907815199.898243
264,1917810.1678621797,5481.538848818809,5532.271758775253,0.0,0.0,122451161537.47145,21907815199.898243
265,1925135.8605855317,3285.4501515215347,8084.817753309252,4563.500029578563,4563.500029578563,123523026729.37526,68417481168.486786
266,1932461.5533088837,3283.011891927519,8074.608433097359,4561.7778020558435,4561.7778020558435,122960572089.84029,68317584638.72682
267,1939787.2460322357,3280.573632333504,8064.399112885467,4560.050535797246,4560.050535797246,122397212779.5107,68217443850.338615
268,1947112.9387555877,3278.23416633048,8054.063356495357,4558.317104765494,4558.317104765494,121832585582.75887,68116993729.54061
269,1954438.6314789397,3275.9381617057106,8043.671978171562,4556.577654063759,4556.577654063759,121266746436.95006,68016243173.35637
270,1961764.3242022917,3273.6421570809416,8033.280599847765,4554.8324033902245,4554.8324033902245,120699771226.08987,67915205023.94397
271,1969090.0169256437,3271.346152456173,8022.88922152397,4553.0814978190265,4553.0814978190265,120131711861.30147,67813887834.109085
272,1976415.7096489957,3268.9989166879977,8012.411738141822,4551.325015307999,4551.325015307999,119562599086.09872,67712296331.55181
273,1983741.4023723477,3266.5099163919326,8001.695988694646,4549.5629766049415,4549.5629766049415,118992446164.20712,67610432020.89341
274,1991067.0950956997,3264.020916095866,7990.98023924747,4547.795391026294,4547.795391026294,118421263583.49802,67508295788.79653
275,1998392.7878190516,3261.531915799801,7980.2644898002945,4546.022291776071,4546.022291776071,117849065730.63544,67405889653.842896
